Name;Name on Shirt;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Register Position;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Response/Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality/Tenacity;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency
S. PIENAAR;PIENAAR;Africa do Sul;25;173;65;R;R;AMF; CMF LMF AMF LWF SS;1;78;63;79;87;84;77;89;86;84;84;81;80;80;73;79;73;79;73;86;86;75;50;83;5;6;6
VAN PERSIE;V. PERSIE;Holanda;25;186;79;L;R;SS; AMF LWF RWF SS CF;1;93;42;86;84;84;87;85;88;84;85;86;85;88;89;91;83;88;81;81;91;79;50;85;6;6;5
RE CECCONI;RE CECCONI;Italia;25;179;73;R;R;CMF; DMF CMF;1;73;81;84;94;83;87;84;80;83;83;85;82;84;74;84;71;74;78;84;83;90;50;89;7;5;5
M. BERGAMASCHI;BERGAMASCHI;Italia;25;178;75;R;R;DMF; CWP CB DMF;2;64;84;85;86;80;83;77;75;72;77;76;75;76;67;81;64;66;81;83;77;83;50;80;6;5;5
TADDEI;TADDEI;Brasil;25;178;70;R;R;RMF; LB RB CMF LMF RMF AMF LWF RWF SS;1;78;65;79;86;83;83;86;89;85;80;79;82;80;77;83;72;84;75;83;90;83;50;84;7;5;5
FRANCO BARESI;BARESI;Italia;25;176;74;R;R;CWP; CWP CB DMF;2;76;99;86;91;84;98;85;81;85;83;82;85;82;73;83;71;72;84;87;85;98;50;97;8;7;6
AQUILANI;AQUILANI;Italia;25;185;78;R;R;CMF; DMF CMF AMF;1;81;62;82;85;81;80;79;84;81;86;84;85;86;78;85;80;83;80;78;87;82;45;86;6;7;5
ORIALI;ORIALI;Italia;25;176;74;R;R;DMF; LB RB DMF CMF RMF;2;71;81;83;93;84;87;84;76;80;79;82;80;81;72;86;77;78;75;79;78;94;50;88;8;6;5
PATRICK VIEIRA;VIEIRA;Franca;25;192;82;R;R;DMF; DMF CMF;1;77;82;92;89;78;87;82;83;77;86;88;83;84;77;86;68;77;85;82;87;89;45;92;7;6;5
VSEVOLOD BOBROV;BOBROV;Russia;25;178;76;R;R;CF; SS CF;1;92;43;86;83;92;89;93;91;92;78;76;73;74;89;89;73;76;86;83;90;86;50;79;7;7;7
LEONARDO MOURA;LEO MOURA;Brasil;25;177;67;R;R;RB; RB CMF RMF;1;76;62;75;85;85;77;85;83;83;79;79;81;80;72;81;78;82;69;76;83;80;40;82;7;4;3
CAMBIASSO;CAMBIASSO;Argentina;25;177;77;L;R;DMF; CB DMF CMF;2;78;83;82;92;78;87;79;82;78;85;84;84;82;76;84;78;81;83;82;84;86;50;91;7;6;5
T�VEZ;CARLITOS;Argentina;25;173;75;R;R;SS; AMF LWF RWF SS CF;2;91;58;88;90;86;88;87;89;87;83;83;79;78;88;86;82;83;80;82;88;89;50;85;7;6;5
JOS� AUGUSTO;J. AUGUSTO;Portugal;25;176;70;R;R;RWF; RMF LWF RWF;2;88;41;82;85;86;86;88;93;90;83;78;85;79;84;80;76;80;86;81;92;82;45;81;7;6;5
JOAQU�N;JOAQUIN;Espanha;25;179;75;R;R;RMF; LMF RMF LWF RWF;1;82;46;81;81;87;79;93;92;91;80;77;84;79;77;82;81;85;74;75;90;78;40;79;5;4;5
KAK�;KAKA;Brasil;25;186;80;R;R;AMF; LMF RMF AMF SS;0;88;49;85;84;91;81;86;90;91;88;87;84;83;86;87;79;82;75;80;92;79;50;84;7;6;6
JAN HEINTZE;HEINTZE;Dinamarca;25;170;66;L;R;LB; LB DMF LMF;2;75;69;78;93;86;85;87;82;85;78;80;80;80;72;80;72;73;76;82;83;86;50;82;8;3;3
R. HELLSTROM;HELLSTROM;Suecia;25;192;84;R;R;GK; GK;2;30;94;88;69;70;95;83;51;52;54;56;57;61;45;83;45;48;46;85;53;82;95;79;7;4;3
DEREK DOUGAN;DOUGAN;Irlanda do Norte;25;190;81;R;R;CF; CF;1;88;49;87;83;78;87;77;80;78;71;72;69;71;84;86;65;69;91;83;80;84;50;83;6;6;6
KAREL PE?EK;PESEK;Republica Checa;25;173;73;R;R;DMF; DMF CMF;2;72;83;84;90;83;84;78;82;77;84;81;80;77;71;82;69;71;84;85;84;94;50;88;8;6;5
VELIMIR ZAJE?;ZAJEC;Croacia;25;178;74;R;R;CWP; CWP CB DMF;2;73;86;83;86;80;86;83;83;80;83;80;82;83;68;82;73;75;80;82;84;85;50;86;7;5;5
GRIGORY FEDOTOV;FEDOTOV;Russia;25;174;74;R;R;CF; LWF SS CF;1;93;36;82;82;84;88;86;89;85;82;77;80;78;90;90;75;77;83;85;87;79;50;78;6;7;6
GEORGE CAMSELL;CAMSELL;Inglaterra;25;176;75;R;R;CF; CF;1;95;33;81;83;87;95;89;81;87;72;73;71;72;90;93;69;70;85;86;82;82;50;76;7;7;6
ENYEAMA;ENYEAMA;Nigeria;25;182;84;L;R;GK; GK;1;30;90;84;69;75;96;78;52;57;54;59;55;68;46;86;45;45;55;94;54;81;84;78;6;4;4
SCHIAFFINO;SCHIAFFINO;Uruguai;25;178;69;R;R;SS; CWP AMF SS CF;1;91;67;77;83;83;91;85;94;84;96;86;93;82;88;84;87;88;84;82;96;84;50;94;7;7;7
CARLOS TENORIO;C. TENORIO;Equador;25;183;81;R;R;CF; CF;1;84;39;86;81;88;84;87;78;86;72;72;66;67;80;84;68;72;87;83;79;76;50;71;6;6;5
ANDREAS HERZOG;HERZOG;Austria;25;184;78;L;R;AMF; CMF LMF AMF;1;79;57;79;85;80;77;84;86;82;86;85;89;90;79;87;85;84;74;76;87;75;40;86;6;5;4
PAOLO CANNAVARO;P. CANNAVARO;Italia;25;185;83;R;R;CB; CWP CB RB;1;57;86;85;81;77;84;76;75;72;75;79;83;86;67;84;71;68;83;85;75;85;50;80;7;5;5
JUAN;JUAN;Brasil;25;182;74;R;R;CB; CWP CB;1;67;86;85;84;81;87;78;76;79;76;77;75;75;67;78;66;69;83;86;79;81;50;80;8;6;5
EDU DRACENA;EDU DRACENA;Brasil;25;187;82;R;R;CB; CWP CB;1;67;84;84;83;78;84;81;74;75;77;77;75;78;68;81;67;67;84;84;78;87;50;81;7;5;4
TONI TUREK;TUREK;Alemanha;25;181;80;R;R;GK; GK;1;33;92;85;68;69;94;81;50;52;56;58;59;65;44;80;43;46;44;86;50;87;90;79;7;4;4
G. VANENBURG;VANENBURG;Holanda;25;172;70;R;R;RMF; RMF AMF LWF RWF;1;83;59;77;85;85;82;89;88;87;87;83;85;82;80;82;83;86;69;73;91;81;40;85;7;6;5
MANUEL AMOROS;AMOROS;Franca;25;172;73;R;R;LB; LB RB LMF RMF;1;79;77;84;90;85;85;84;84;84;82;78;87;86;72;89;80;83;74;79;84;90;45;87;7;7;6
S. PLUSKAL;PLUSKAL;Republica Checa;25;182;79;R;R;DMF; CWP CB LB RB DMF CMF;2;68;86;90;93;78;87;78;78;79;83;82;78;80;67;82;65;68;89;86;79;94;50;91;8;5;5
D. LEKOVI?;LEKOVIC;Montenegro;25;189;81;R;R;GK; GK;1;30;84;87;66;64;88;79;54;52;58;54;56;64;62;92;59;58;45;78;51;72;82;78;5;4;4
JULIEN DARUI;DARUI;Franca;25;169;71;R;R;GK; GK;1;35;88;86;70;77;93;89;71;75;72;75;80;85;55;85;62;71;45;95;71;92;88;85;7;5;4
KOBIERSKI;KOBIERSKI;Alemanha;25;173;75;L;R;LWF; LWF;1;85;41;83;81;88;78;85;88;83;84;76;91;80;82;83;75;77;71;74;87;80;40;85;6;5;5
F�BIO;FABIO;Brasil;25;188;84;R;R;GK; GK;2;31;85;86;68;71;90;81;61;59;62;64;62;65;45;84;45;47;48;85;61;84;86;81;7;5;4
M. BRIGHI;BRIGHI;Italia;25;178;76;R;R;CMF; DMF CMF LMF RMF AMF;1;76;73;80;87;79;82;79;78;79;80;82;78;78;74;84;73;76;78;83;81;84;50;84;6;6;5
BONERA;BONERA;Italia;25;183;78;R;R;CB; CB LB RB;1;63;82;83;84;80;82;81;73;76;73;75;77;78;67;83;68;72;79;83;73;84;50;82;7;5;5
MATUZALEM;MATUZALEM;Brasil;25;176;74;L;R;CMF; DMF CMF LMF AMF;1;76;67;81;85;80;82;82;86;79;87;83;85;83;75;82;79;82;70;75;88;83;40;85;6;6;6
MARCO TARDELLI;TARDELLI;Italia;25;178;71;R;R;CMF; CB LB RB DMF CMF;1;79;82;85;95;82;89;84;86;83;85;83;86;82;78;86;76;79;88;85;86;93;50;92;7;6;6
RICARDO ZAMORA;ZAMORA;Espanha;25;184;88;R;R;GK; GK;1;30;97;90;70;69;97;85;52;55;57;65;62;67;44;85;44;48;45;87;59;91;93;86;7;4;4
ANDR�S INIESTA;A. INIESTA;Espanha;25;170;66;R;R;CMF; DMF CMF LMF RMF AMF LWF SS;1;86;63;76;87;79;79;89;96;88;96;90;93;86;81;80;79;84;68;73;96;83;40;96;7;6;6
V. WOODWARD;WOODWARD;Inglaterra;25;189;81;R;R;CF; SS CF;1;91;35;83;78;83;85;79;87;77;86;75;82;73;87;85;73;71;91;81;86;77;50;80;6;7;6
JOEY BARTON;BARTON;Inglaterra;25;180;76;R;R;CMF; DMF CMF LMF RMF;1;74;72;83;89;77;80;77;81;75;84;85;87;85;72;84;77;83;72;76;78;85;50;84;6;6;5
LUCAS NEILL;NEILL;Australia;25;186;79;R;R;CB; CWP CB LB RB;1;66;83;87;87;77;84;77;75;74;75;77;74;77;69;83;68;76;84;83;75;85;50;84;7;4;4
GARY LINEKER;LINEKER;Inglaterra;25;177;75;R;R;CF; SS CF;1;96;34;79;85;86;97;87;84;85;81;81;77;77;95;82;76;78;87;86;86;83;50;81;7;7;5
GARY STEVENS;STEVENS;Inglaterra;25;181;72;R;R;RB; RB RMF;1;75;74;85;91;85;84;86;77;80;75;75;81;82;71;87;72;77;77;80;78;87;50;85;7;6;5
TONY HIBBERT;HIBBERT;Inglaterra;25;173;72;R;R;RB; RB;1;70;76;83;87;82;84;81;75;81;76;76;80;84;69;84;68;77;77;85;79;90;50;83;5;5;5
COLOCCINI;COLOCCINI;Argentina;25;183;78;R;R;CB; CB RB DMF;2;66;84;86;83;81;83;82;75;77;75;77;77;76;69;83;64;69;84;87;75;82;50;77;7;5;5
AGUST�N GA�NZA;GAINZA;Espanha;25;169;72;R;R;LWF; LWF SS;1;85;34;79;87;89;83;93;88;93;83;83;88;86;84;86;85;87;74;78;87;84;40;80;7;5;4
JOHN PAINTSIL;PAINTSIL;Gana;25;178;69;R;R;RB; CB RB;1;73;64;81;88;87;74;82;78;83;75;77;77;82;70;84;68;79;79;85;79;79;50;79;6;4;3
L. BETTINI;BETTINI;Italia;25;175;74;R;R;CF; SS CF;1;87;41;82;80;84;90;84;80;82;78;74;75;75;85;86;69;69;87;84;80;77;50;80;6;7;6
V�CTOR VALD�S;V. VALDES;Espanha;25;183;79;R;R;GK; GK;2;40;92;85;68;75;92;82;62;62;69;67;70;75;48;84;46;51;60;87;65;85;89;83;7;4;4
XABI ALONSO;ALONSO;Espanha;25;183;79;R;R;DMF; DMF CMF;2;76;77;83;86;77;85;80;83;77;94;95;95;96;76;87;85;83;73;76;88;86;40;92;7;6;5
MARIUS TR�SOR;TRESOR;Franca;25;182;80;R;R;CWP; CWP CB;2;69;94;86;86;85;92;82;80;79;79;79;78;77;69;84;71;68;85;87;80;87;50;85;7;5;5
M. DIARRA;M. DIARRA;Mali;25;183;80;R;R;DMF; DMF CMF;1;69;78;86;84;80;81;79;79;80;79;84;77;82;64;82;63;71;85;86;82;84;50;81;7;5;5
BUSCAGLIA;BUSCAGLIA;Italia;25;169;71;R;R;DMF; CB DMF CMF AMF SS CF;1;78;77;80;91;82;84;81;81;79;86;79;84;77;76;82;71;70;77;81;80;95;65;89;7;6;5
KIM VILFORT;VILFORT;Dinamarca;25;190;86;R;R;CMF; DMF CMF;1;77;76;88;86;78;86;79;83;77;85;84;84;83;78;85;73;79;87;82;80;87;50;89;7;6;6
AMEDEO CARBONI;CARBONI;Italia;25;180;73;L;R;LB; LB;2;70;82;83;90;83;83;82;77;83;77;78;82;80;67;82;77;81;75;82;76;86;50;92;8;5;4
P. FROSIO;FROSIO;Italia;25;182;72;R;R;CWP; CWP CB;2;70;86;82;84;81;85;80;79;78;78;79;76;77;69;83;68;72;85;84;78;85;50;87;7;5;5
ROBERTO MUSSI;MUSSI;Italia;25;179;73;R;R;RB; CB LB RB LMF RMF;1;73;78;77;86;84;81;85;80;82;78;77;80;81;67;80;67;75;72;87;80;82;50;82;7;6;6
D. DAINELLI;DAINELLI;Italia;25;191;84;R;R;CB; CB RB;1;66;84;89;82;77;84;74;73;71;73;73;74;77;67;82;66;72;86;78;73;85;50;83;7;5;5
L. CONTI;CONTI;Italia;25;171;68;R;R;RWF; RWF SS CF;1;86;38;77;81;84;79;88;88;84;80;75;82;75;84;83;77;75;80;77;87;84;40;79;6;6;5
J. K. DADZIE;DADZIE;Gana;25;178;75;R;R;CB; CB DMF;1;64;83;84;83;81;83;81;72;76;74;75;74;76;62;82;63;66;80;85;74;85;50;80;7;5;5
LEGROTTAGLIE;LEGROTTAGLIE;Italia;25;189;85;R;R;CB; CB;1;63;85;86;85;79;85;78;79;75;76;77;75;77;68;82;68;70;87;84;80;82;50;83;7;6;5
LUCIANO;LUCIANO;Brasil;25;181;77;R;R;RMF; CMF LMF RMF LWF RWF;1;78;56;83;82;85;78;86;83;86;73;78;82;84;73;82;71;76;75;81;83;77;50;82;7;6;6
PERROTTA;PERROTTA;Italia;25;178;72;R;R;CMF; DMF CMF LMF RMF AMF;2;83;71;81;92;83;90;83;78;82;80;78;75;77;79;81;68;72;78;82;80;85;50;91;8;5;5
PELLISSIER;PELLISSIER;Italia;25;175;75;R;R;SS; RWF SS CF;2;83;48;78;79;85;86;84;82;84;79;76;75;72;84;83;72;74;80;87;80;84;50;77;7;6;5
LINDSKOG;LINDSKOG;Suecia;25;187;83;L;R;AMF; AMF SS;1;84;45;87;80;77;78;74;84;74;85;80;83;82;83;90;77;73;77;76;86;74;40;82;6;7;7
F. MICCOLI;MICCOLI;Italia;25;168;66;R;R;SS; LWF RWF SS CF;1;86;39;83;84;85;83;90;87;87;82;81;83;84;84;86;83;86;75;70;88;79;40;78;6;6;5
GIANPIERO COMBI;COMBI;Italia;25;174;72;R;R;GK; GK;1;30;94;82;68;70;94;86;52;55;58;61;62;64;46;82;47;49;46;94;54;87;94;86;7;4;4
CARNEVALE;CARNEVALE;Italia;25;184;78;R;R;CF; SS CF;1;88;59;85;87;85;86;80;84;78;78;76;74;72;84;84;72;74;92;91;83;87;50;82;6;6;6
GINO STACCHINI;STACCHINI;Italia;25;171;68;R;R;LWF; LMF RMF LWF RWF SS;1;81;45;74;84;86;80;90;87;90;77;76;85;81;79;82;73;80;70;77;86;80;40;84;7;7;7
DAVID PIZARRO;PIZARRO;Chile;25;170;65;R;R;DMF; DMF CMF AMF;2;78;71;78;84;77;78;84;86;82;88;86;89;83;73;83;78;84;72;77;86;80;40;89;6;6;6
EDU GASPAR;EDU;Brasil;25;189;80;L;R;CMF; DMF CMF LMF AMF;1;76;70;82;86;76;82;82;83;79;85;84;85;85;77;84;79;83;74;74;86;82;40;85;6;5;5
SARLANGA;SARLANGA;Argentina;25;175;67;R;R;CF; SS CF;1;90;44;76;84;85;88;87;87;84;82;77;80;75;88;85;75;77;84;83;88;84;50;81;7;7;6
SULLEY MUNTARI;SULLEY;Gana;25;179;77;L;R;CMF; DMF CMF LMF AMF;1;75;75;85;88;83;85;80;80;79;79;84;79;84;72;88;70;76;76;79;81;85;50;82;6;5;4
JEAN DE BIE;DE BIE;Belgica;25;184;81;R;R;GK; GK;1;30;90;86;69;68;90;82;53;56;57;60;62;65;44;82;43;43;56;84;53;86;89;85;7;4;4
EDERSON;EDERSON;Brasil;25;188;89;L;R;GK; GK;2;32;87;85;65;67;88;77;53;53;58;60;68;84;47;86;50;47;56;79;55;76;87;75;6;4;4
PACO BUYO;BUYO;Espanha;25;179;77;R;R;GK; GK;1;38;92;83;72;73;95;84;61;69;69;67;69;73;64;87;63;60;55;91;68;85;89;87;8;5;5
VICENTE LUCAS;VICENTE;Portugal;25;174;67;R;R;DMF; CB DMF CMF LMF;1;68;92;82;84;84;88;85;80;80;82;80;81;82;69;82;68;69;83;88;84;87;50;88;7;6;5
DECO;DECO;Portugal;25;174;73;R;R;CMF; DMF CMF AMF;1;83;68;79;89;81;80;84;91;81;91;90;89;86;82;84;84;85;71;74;93;82;40;91;4;5;5
V. P. SATHYAN;SATHYAN;India;25;179;77;R;R;CB; CB DMF;1;67;80;84;80;75;79;75;74;71;75;74;76;76;69;85;73;67;75;77;77;81;50;81;6;5;5
A. VELOSO;VELOSO;Portugal;25;178;68;R;R;RB; CB LB RB DMF RMF;1;70;81;79;89;80;83;84;79;73;77;73;80;80;66;80;69;75;76;79;79;94;50;87;8;6;5
EUS�BIO;EUSEBIO;Portugal;25;175;73;R;R;SS; SS CF;1;97;43;87;86;94;87;94;92;94;83;83;83;85;95;95;86;82;87;88;92;83;50;82;7;7;6
P. K. BANERJEE;BANERJEE;India;25;174;73;R;R;RWF; RWF CF;1;81;36;78;74;88;76;85;84;86;80;77;77;78;81;85;67;68;69;72;83;75;40;73;6;5;5
C. RONALDO;RONALDO;Portugal;25;186;83;R;R;CF; LMF RMF LWF RWF SS CF;2;98;40;86;89;95;96;94;94;96;84;84;86;88;95;93;90;87;96;97;94;88;50;77;8;7;6
PAULO SOUSA;P. SOUSA;Portugal;25;177;74;R;R;DMF; DMF CMF;1;73;77;82;86;78;84;78;84;77;89;84;92;86;76;85;85;88;71;76;87;85;55;91;6;5;5
PAULO FUTRE;FUTRE;Portugal;25;175;72;L;R;LWF; AMF LWF RWF SS;1;86;44;79;81;88;78;93;95;96;82;79;80;76;79;84;78;81;69;71;92;74;40;71;6;3;2
G. GIACOMAZZI;GIACOMAZZI;Italia;25;173;72;L;R;CB; CB LB;1;60;85;85;82;82;82;78;73;76;77;74;73;75;63;80;60;64;85;85;75;88;50;77;6;5;5
JAROSLAV BURGR;BURGR;Republica Checa;25;172;75;R;R;CB; CWP CB RB DMF;1;64;90;88;83;78;84;77;79;75;80;78;77;78;66;84;67;70;85;86;79;90;50;84;7;5;5
TURGAY ?EREN;SEREN;Turquia;25;185;81;R;R;GK; GK;1;30;85;83;68;70;90;87;51;53;54;58;56;63;45;84;45;47;46;90;54;88;86;77;7;3;3
GIANNIS GOUMAS;GOUMAS;Grecia;25;184;76;R;R;CB; CB DMF;1;65;83;86;81;77;83;76;72;70;78;79;78;79;71;90;70;71;87;84;73;86;50;81;6;4;4
DIEGO FUSER;FUSER;Italia;25;183;78;R;R;RB; RB CMF RMF RWF;1;78;63;81;87;84;75;77;85;78;76;79;87;83;72;88;85;83;76;74;85;77;40;79;6;5;4
BRUNO CONTI;B. CONTI;Italia;25;169;69;L;R;RWF; LMF RMF AMF LWF RWF;1;88;56;79;87;89;83;93;95;93;86;82;88;86;79;89;83;85;69;77;91;85;40;84;6;6;5
BRYAN ROBSON;B. ROBSON;Inglaterra;25;180;76;L;R;CMF; DMF CMF LMF RMF AMF;1;84;79;86;95;81;89;80;82;78;86;84;87;87;83;88;80;78;88;85;85;98;50;89;7;5;4
JOE BAMBRICK;BAMBRICK;Irlanda do Norte;25;180;71;R;R;CF; CF;2;93;33;86;82;83;92;83;79;78;73;72;69;71;90;85;68;70;90;87;82;83;50;80;6;7;7
IVAN BULJAN;BULJAN;Croacia;25;184;82;R;R;RB; CWP LB RB;1;73;79;83;89;85;85;84;81;84;79;78;80;77;70;82;70;75;80;88;81;84;50;84;7;6;6
KURT HAMRIN;HAMRIN;Suecia;25;170;70;R;R;RWF; RWF SS CF;2;91;38;79;81;88;87;96;93;90;80;77;81;80;90;79;71;75;76;80;91;79;50;80;7;5;4
MARCO ELSNER;ELSNER;Eslovenia;25;176;74;R;R;CWP; CWP CB RB DMF;2;67;87;83;86;81;87;83;79;81;80;77;83;77;70;82;71;70;84;86;80;86;50;89;7;6;5
BOJAN JOKI?;JOKIC;Eslovenia;25;176;76;L;R;LB; CB LB DMF LMF;1;71;69;78;83;81;80;83;77;82;74;74;75;78;66;81;65;73;74;74;77;81;45;81;6;5;5
SRE?KO KATANEC;KATANEC;Eslovenia;25;190;80;R;R;DMF; CB LB RB DMF CMF;1;72;81;88;90;79;86;78;79;76;83;82;80;80;72;84;70;73;87;84;84;86;50;84;6;6;5
RUNE BRATSETH;BRATSETH;Noruega;25;193;86;R;R;CB; CWP CB;1;68;92;90;85;86;86;82;78;83;75;77;73;74;67;83;66;67;84;89;78;88;50;83;7;6;5
AKI RIIHILAHTI;RIIHILAHTI;Finlandia;25;185;81;R;R;DMF; DMF CMF;1;76;64;84;85;81;84;78;82;78;81;82;83;82;75;87;76;76;82;84;82;88;50;86;6;6;6
D. DROPSY;DROPSY;Franca;25;183;79;R;R;GK; GK;2;30;87;86;70;69;90;82;52;53;65;68;66;72;47;88;48;49;46;88;53;81;88;75;8;6;6
B. MIKHAILOV;MIKHAILOV;Bulgaria;25;186;80;R;R;GK; GK;1;30;88;88;70;70;92;82;52;55;54;58;60;65;45;85;46;52;50;85;54;85;88;79;6;4;4
JERZY GORGO?;GORGON;Polonia;25;192;92;R;R;CB; CWP CB;1;68;87;92;86;80;84;80;76;80;73;82;74;76;73;90;74;77;84;77;78;84;45;80;6;4;4
CRISTIAN CHIVU;CHIVU;Romenia;25;184;81;L;R;CB; CWP CB LB DMF;1;70;86;84;87;82;85;81;78;81;81;80;82;81;73;86;85;88;76;84;82;83;50;82;7;5;4
SHESTERNYOV;SHESTERNYOV;Russia;25;183;82;R;R;CWP; CWP CB;1;62;93;91;86;87;88;82;78;77;78;77;79;79;65;86;66;69;85;91;78;89;50;86;7;5;5
A. BASHASHKIN;BASHASHKIN;Russia;25;178;78;R;R;CB; CWP CB;2;70;91;89;84;81;89;80;81;82;83;84;88;87;70;87;70;76;84;86;82;85;50;86;6;6;5
ALDONIN;ALDONIN;Russia;32;179;72;R;R;DMF; CB DMF CMF;2;63;71;74;80;75;76;74;75;73;76;76;75;72;64;75;60;67;69;75;78;70;50;78;5;5;5
LUCHO GONZ�LES;LUCHO;Argentina;25;185;75;R;R;CMF; CMF LMF RMF AMF;1;83;68;83;86;78;79;79;83;78;89;89;87;86;81;85;80;81;80;78;86;83;50;90;7;5;5
MARIO AGUDELO;AGUDELO;Colombia;25;170;65;R;R;DMF; DMF CMF;1;75;78;77;85;79;87;84;83;80;86;81;85;80;75;81;75;79;75;81;87;82;50;88;7;6;6
GYLMAR;GYLMAR;Brasil;25;181;73;L;R;GK; GK;1;30;94;82;68;71;92;86;55;56;63;68;67;68;45;82;46;48;46;91;58;81;94;83;7;5;5
DJALMA SANTOS;D. SANTOS;Brasil;25;172;73;R;R;RB; CB RB RMF;1;77;86;86;93;86;87;86;87;84;82;81;85;85;75;86;83;84;78;86;86;87;50;88;8;6;5
J. PICKFORD;PICKFORD;Inglaterra;25;185;82;L;R;GK; GK;1;30;88;84;69;69;93;78;55;57;69;68;72;82;44;92;44;48;55;84;54;82;87;76;7;6;6
KOLO TOUR�;KOLO TOURE;Costa do Marfim;25;183;77;R;R;CB; CB LB RB;2;67;86;89;86;89;85;87;78;83;77;82;75;77;69;91;69;70;81;87;77;87;50;79;7;5;4
ROBERTO ROSATO;ROSATO;Italia;25;176;73;R;R;CB; CB LB RB DMF;1;67;92;84;84;80;87;79;77;76;77;76;78;78;71;86;64;72;84;88;78;86;50;86;6;6;6
BOBBY CHARLTON;B. CHARLTON;Inglaterra;25;174;74;R;R;AMF; CMF AMF LWF RWF SS CF;2;92;66;82;93;85;88;87;93;86;93;87;94;90;91;95;85;82;80;83;94;91;45;94;8;8;8
ALAN KELLY SR.;ALAN KELLY;Rep. da Irlanda;25;185;82;R;R;GK; GK;1;30;87;85;58;70;89;83;53;54;55;62;58;66;44;86;45;45;47;87;51;86;87;83;7;4;4
ROGER BYRNE;BYRNE;Inglaterra;25;176;72;R;R;LB; LB LMF;1;78;76;84;87;87;88;87;80;84;79;80;83;82;72;81;68;77;77;80;79;93;50;90;7;7;7
ROBERT JONQUET;JONQUET;Franca;25;176;74;R;R;CB; CWP CB DMF;1;64;92;84;85;83;93;83;82;79;82;80;82;79;67;82;67;73;83;86;85;88;50;88;7;5;5
GRAZIANO BINI;BINI;Italia;25;187;79;R;R;CWP; CWP CB LB RB AMF;1;69;85;86;85;81;85;80;77;79;76;78;79;81;70;84;71;69;85;84;79;87;50;86;7;6;6
VOLLBORN;VOLLBORN;Alemanha;25;184;81;R;R;GK; GK;1;30;85;86;63;69;92;79;53;57;59;61;68;71;47;84;45;46;45;86;50;77;85;79;6;4;4
FRANCO CAUSIO;CAUSIO;Italia;25;172;69;R;R;RMF; RMF AMF RWF;2;84;60;77;88;86;84;87;89;85;86;81;91;85;80;85;84;85;76;79;92;86;45;90;7;7;5
GILARDINO;GILARDINO;Italia;25;184;78;R;R;CF; SS CF;1;91;41;84;83;85;93;84;79;80;74;74;70;72;87;80;68;73;92;85;85;77;50;74;8;6;5
OVERATH;OVERATH;Alemanha;25;176;72;L;R;AMF; CMF LMF RMF AMF;1;83;67;81;87;82;86;85;90;83;95;86;96;86;82;86;86;92;76;78;92;85;45;95;8;5;3
NILS MIDDELBOE;MIDDELBOE;Dinamarca;25;187;82;R;R;DMF; CB DMF;1;76;83;91;86;85;86;81;83;78;82;79;83;81;73;87;72;75;86;87;83;90;50;87;7;5;6
RONNIE SIMPSON;SIMPSON;Escocia;25;179;78;R;R;GK; GK;1;32;88;82;67;68;91;81;55;61;62;66;65;69;47;81;42;46;46;86;59;83;88;78;7;4;4
DANNY MCGRAIN;D. MCGRAIN;Escocia;25;178;77;R;R;RB; LB RB DMF;1;73;83;85;87;86;86;86;79;82;79;76;81;82;65;81;66;72;83;85;81;91;50;86;7;5;5
SERGEY ILYIN;ILYIN;Russia;25;164;67;L;R;LWF; LWF;2;86;42;78;82;87;80;95;92;92;84;78;85;81;84;87;78;80;74;75;89;81;40;79;6;6;6
ELISHA SCOTT;E. SCOTT;Irlanda do Norte;25;175;68;R;R;GK; GK;1;33;89;82;66;71;90;84;55;59;58;63;61;64;46;82;45;46;47;90;60;83;89;81;6;5;5
JACKIE VERNON;VERNON;Irlanda do Norte;25;186;75;R;R;CB; CB DMF CMF;1;62;83;86;84;78;84;83;77;81;80;77;75;76;68;85;63;71;84;83;78;87;50;88;7;5;5
HELGE BRON�E;BRONEE;Dinamarca;25;177;78;L;R;SS; AMF LWF SS CF;1;86;47;79;79;84;74;86;91;84;86;76;86;80;83;87;81;79;74;78;90;74;40;72;6;6;6
DIRK KUYT;KUYT;Holanda;25;183;83;R;R;RWF; LMF RMF LWF RWF SS CF;2;85;58;84;96;81;87;79;81;80;79;80;82;82;86;83;73;73;83;81;84;86;50;90;8;5;5
NICKY BUTT;NICKY BUTT;Inglaterra;25;178;72;R;R;DMF; DMF CMF;1;69;80;84;89;80;85;80;77;78;80;83;77;78;70;84;76;74;78;79;80;89;50;87;7;6;5
V. D'AMICO;D AMICO;Italia;25;172;70;L;R;LMF; CMF LMF RMF;1;78;68;77;87;85;85;87;85;87;85;83;83;84;76;82;77;83;69;74;86;85;40;84;7;7;6
HENRY CAICEDO;CAICEDO;Colombia;25;179;78;R;R;CB; CB;2;56;88;88;87;80;87;82;74;74;76;80;79;81;74;88;77;79;88;87;79;87;50;88;7;4;4
